,Datetime,hour,day,month,year,Pressure(kPa,Wind_Speed(m/s),Temperature(°C),Radiation(W/m^2),Cloud_Coverage(%),Rain(mm/hour),Relative_Humidity(%),wind_lag1,wind_lag3,wind_lag24
57520,2025-07-24 16:00:00,16,24,7,2025,99.11,10.2,30.0,277.0,100,4.4,80.0,13.0,9.0,13.3
57521,2025-07-24 17:00:00,17,24,7,2025,99.13,9.6,30.1,117.0,96,0.0,79.0,10.2,10.2,13.0
57522,2025-07-24 18:00:00,18,24,7,2025,99.19,9.1,29.5,23.0,100,0.4,80.0,9.6,13.0,6.3
57523,2025-07-24 19:00:00,19,24,7,2025,99.22,8.1,29.3,0.0,100,0.0,82.0,9.1,10.2,5.4
57524,2025-07-24 20:00:00,20,24,7,2025,99.3,12.2,29.0,0.0,100,0.0,82.0,8.1,9.6,4.1
57525,2025-07-24 21:00:00,21,24,7,2025,99.36,14.2,28.4,0.0,100,0.0,85.0,12.2,9.1,3.5
57526,2025-07-24 22:00:00,22,24,7,2025,99.37,16.0,28.2,0.0,100,0.0,85.0,14.2,8.1,2.8
57527,2025-07-24 23:00:00,23,24,7,2025,99.35,15.2,28.0,0.0,100,0.0,86.0,16.0,12.2,2.5
57528,2025-07-25 00:00:00,0,25,7,2025,99.32000000000001,11.9,27.2,0.0,100,8.2,91.0,15.2,14.2,1.1
57529,2025-07-25 01:00:00,1,25,7,2025,99.22999999999999,10.7,26.7,0.0,100,3.3,95.0,11.9,16.0,0.9
57530,2025-07-25 02:00:00,2,25,7,2025,99.14,6.9,26.5,0.0,100,4.7,96.0,10.7,15.2,2.8
57531,2025-07-25 03:00:00,3,25,7,2025,99.13,5.9,26.5,0.0,100,4.4,96.0,6.9,11.9,6.1
57532,2025-07-25 04:00:00,4,25,7,2025,99.14,5.6,26.4,0.0,100,5.2,97.0,5.9,10.7,5.3
57533,2025-07-25 05:00:00,5,25,7,2025,99.17,5.8,26.5,1.0,100,1.9,96.0,5.6,6.9,5.5
57534,2025-07-25 06:00:00,6,25,7,2025,99.1,11.4,26.5,50.0,100,9.2,95.0,5.8,5.9,10.4
57535,2025-07-25 07:00:00,7,25,7,2025,99.16,5.0,26.4,33.0,100,22.2,95.0,11.4,5.6,8.1
57536,2025-07-25 08:00:00,8,25,7,2025,99.15,10.3,26.9,57.0,100,10.8,94.0,5.0,5.8,11.8
57537,2025-07-25 09:00:00,9,25,7,2025,99.14,18.7,26.8,83.0,100,6.9,95.0,10.3,11.4,11.9
57538,2025-07-25 10:00:00,10,25,7,2025,99.13,18.6,27.1,115.0,100,5.6,96.0,18.7,5.0,14.7
57539,2025-07-25 11:00:00,11,25,7,2025,99.1,23.4,27.3,153.0,100,14.7,94.0,18.6,10.3,13.5
57540,2025-07-25 12:00:00,12,25,7,2025,98.99,26.8,27.5,111.0,100,13.7,92.0,23.4,18.7,11.4
57541,2025-07-25 13:00:00,13,25,7,2025,98.96000000000001,26.4,28.1,442.0,86,2.8,90.0,26.8,18.6,9.0
57542,2025-07-25 14:00:00,14,25,7,2025,98.92999999999999,28.6,30.2,550.0,99,0.5,79.0,26.4,23.4,10.2
57543,2025-07-25 15:00:00,15,25,7,2025,98.91,29.0,30.3,549.0,99,0.1,76.0,28.6,26.8,13.0
57544,2025-07-25 16:00:00,16,25,7,2025,98.96000000000001,30.5,29.9,339.0,100,0.0,76.0,29.0,26.4,10.2
57545,2025-07-25 17:00:00,17,25,7,2025,99.02000000000001,30.3,29.3,94.0,100,0.0,80.0,30.5,28.6,9.6
57546,2025-07-25 18:00:00,18,25,7,2025,99.14,28.8,28.4,19.0,100,0.2,80.0,30.3,29.0,9.1
57547,2025-07-25 19:00:00,19,25,7,2025,99.26,25.6,26.3,0.0,100,2.7,94.0,28.8,30.5,8.1
57548,2025-07-25 20:00:00,20,25,7,2025,99.35,29.9,27.0,0.0,100,2.7,91.0,25.6,30.3,12.2
57549,2025-07-25 21:00:00,21,25,7,2025,99.44,25.3,27.2,0.0,100,0.8,91.0,29.9,28.8,14.2
57550,2025-07-25 22:00:00,22,25,7,2025,99.46000000000001,24.4,27.4,0.0,100,0.8,93.0,25.3,25.6,16.0
57551,2025-07-25 23:00:00,23,25,7,2025,99.5,22.9,27.0,0.0,100,0.5,91.0,24.4,29.9,15.2
57552,2025-07-26 00:00:00,0,26,7,2025,99.47,19.8,27.2,0.0,100,1.3,91.0,22.9,25.3,11.9
57553,2025-07-26 01:00:00,1,26,7,2025,99.44,23.7,26.9,0.0,100,1.2,92.0,19.8,24.4,10.7
57554,2025-07-26 02:00:00,2,26,7,2025,99.41,23.6,27.1,0.0,94,1.0,93.0,23.7,22.9,6.9
57555,2025-07-26 03:00:00,3,26,7,2025,99.39,22.1,27.7,0.0,100,0.5,89.0,23.6,19.8,5.9
57556,2025-07-26 04:00:00,4,26,7,2025,99.41,19.1,28.1,0.0,71,0.0,86.0,22.1,23.7,5.6
57557,2025-07-26 05:00:00,5,26,7,2025,99.49,20.2,28.0,3.0,92,0.1,85.0,19.1,23.6,5.8
57558,2025-07-26 06:00:00,6,26,7,2025,99.63,19.7,29.0,65.0,100,0.1,79.0,20.2,22.1,11.4
57559,2025-07-26 07:00:00,7,26,7,2025,99.67999999999999,22.1,29.9,191.0,100,0.0,75.0,19.7,19.1,5.0
57560,2025-07-26 08:00:00,8,26,7,2025,99.75,22.1,29.4,233.0,100,0.2,79.0,22.1,20.2,10.3
57561,2025-07-26 09:00:00,9,26,7,2025,99.87,19.8,28.7,391.0,100,0.4,82.0,22.1,19.7,18.7
57562,2025-07-26 10:00:00,10,26,7,2025,99.88,20.8,28.0,180.0,100,0.5,86.0,19.8,22.1,18.6
57563,2025-07-26 11:00:00,11,26,7,2025,99.83,21.3,29.1,320.0,100,0.5,82.0,20.8,22.1,23.4
57564,2025-07-26 12:00:00,12,26,7,2025,99.75,18.5,29.9,466.0,100,0.3,81.0,21.3,19.8,26.8
57565,2025-07-26 13:00:00,13,26,7,2025,99.65,22.2,30.2,621.0,100,0.4,76.0,18.5,20.8,26.4
57566,2025-07-26 14:00:00,14,26,7,2025,99.55,22.0,29.9,401.0,96,0.3,78.0,22.2,21.3,28.6
57567,2025-07-26 15:00:00,15,26,7,2025,99.51,26.4,30.3,489.0,98,0.4,77.0,22.0,18.5,29.0
57568,2025-07-26 16:00:00,16,26,7,2025,99.51,22.3,30.1,307.0,100,0.1,77.0,26.4,22.2,30.5
57569,2025-07-26 17:00:00,17,26,7,2025,99.56,20.3,29.9,150.0,100,0.0,79.0,22.3,22.0,30.3
57570,2025-07-26 18:00:00,18,26,7,2025,99.7,18.9,29.6,29.0,99,0.0,77.0,20.3,26.4,28.8
57571,2025-07-26 19:00:00,19,26,7,2025,99.81,18.5,29.6,0.0,100,0.1,78.0,18.9,22.3,25.6
57572,2025-07-26 20:00:00,20,26,7,2025,99.86,19.5,29.4,0.0,100,0.2,77.0,18.5,20.3,29.9
57573,2025-07-26 21:00:00,21,26,7,2025,99.96000000000001,16.6,28.8,0.0,100,0.4,80.0,19.5,18.9,25.3
57574,2025-07-26 22:00:00,22,26,7,2025,99.97,13.5,28.2,0.0,100,0.5,86.0,16.6,18.5,24.4
57575,2025-07-26 23:00:00,23,26,7,2025,99.92,14.0,28.6,0.0,100,0.0,85.0,13.5,19.5,22.9
57576,2025-07-27 00:00:00,0,27,7,2025,99.88,12.4,27.4,0.0,100,2.3,89.0,14.0,16.6,19.8
57577,2025-07-27 01:00:00,1,27,7,2025,99.83,15.4,27.2,0.0,100,5.3,92.0,12.4,13.5,23.7
57578,2025-07-27 02:00:00,2,27,7,2025,99.76,15.7,27.4,0.0,100,0.3,90.0,15.4,14.0,23.6
57579,2025-07-27 03:00:00,3,27,7,2025,99.78,18.4,27.7,0.0,100,0.3,88.0,15.7,12.4,22.1
57580,2025-07-27 04:00:00,4,27,7,2025,99.81,17.7,28.1,0.0,100,0.0,87.0,18.4,15.4,19.1
57581,2025-07-27 05:00:00,5,27,7,2025,99.84,17.0,28.1,2.0,100,0.1,86.0,17.7,15.7,20.2
57582,2025-07-27 06:00:00,6,27,7,2025,99.83,20.4,29.0,69.0,100,0.1,84.0,17.0,18.4,19.7
57583,2025-07-27 07:00:00,7,27,7,2025,99.89,21.2,30.2,232.0,100,0.0,76.0,20.4,17.7,22.1
57584,2025-07-27 08:00:00,8,27,7,2025,99.95,23.6,30.9,369.0,100,0.0,73.0,21.2,17.0,22.1
57585,2025-07-27 09:00:00,9,27,7,2025,99.94,24.3,31.4,545.0,100,0.0,70.0,23.6,20.4,19.8
57586,2025-07-27 10:00:00,10,27,7,2025,99.95,23.2,31.6,654.0,100,0.0,68.0,24.3,21.2,20.8
57587,2025-07-27 11:00:00,11,27,7,2025,99.87,24.9,32.0,886.0,100,0.1,67.0,23.2,23.6,21.3
57588,2025-07-27 12:00:00,12,27,7,2025,99.82000000000001,21.9,32.1,788.0,100,0.4,68.0,24.9,24.3,18.5
57589,2025-07-27 13:00:00,13,27,7,2025,99.76,21.4,32.2,762.0,100,0.0,68.0,21.9,23.2,22.2
57590,2025-07-27 14:00:00,14,27,7,2025,99.66,21.7,32.2,660.0,100,0.0,67.0,21.4,24.9,22.0
57591,2025-07-27 15:00:00,15,27,7,2025,99.58,23.4,31.8,520.0,100,0.0,68.0,21.7,21.9,26.4
57592,2025-07-27 16:00:00,16,27,7,2025,99.6,22.2,31.6,375.0,100,0.0,69.0,23.4,21.4,22.3
57593,2025-07-27 17:00:00,17,27,7,2025,99.64,22.7,30.6,173.0,100,0.0,77.0,22.2,21.7,20.3
57594,2025-07-27 18:00:00,18,27,7,2025,99.78999999999999,16.2,29.8,17.0,100,0.0,80.0,22.7,23.4,18.9
57595,2025-07-27 19:00:00,19,27,7,2025,99.86,16.3,30.0,0.0,100,0.0,82.0,16.2,22.2,18.5
57596,2025-07-27 20:00:00,20,27,7,2025,99.88,19.9,30.1,0.0,100,0.0,82.0,16.3,22.7,19.5
57597,2025-07-27 21:00:00,21,27,7,2025,99.96000000000001,19.8,30.1,0.0,100,0.0,82.0,19.9,16.2,16.6
57598,2025-07-27 22:00:00,22,27,7,2025,99.99,20.6,29.6,0.0,100,0.0,82.0,19.8,16.3,13.5
57599,2025-07-27 23:00:00,23,27,7,2025,99.97,19.4,29.6,0.0,100,0.0,83.0,20.6,19.9,14.0
57600,2025-07-28 00:00:00,0,28,7,2025,99.9,22.4,29.4,0.0,100,0.0,81.0,19.4,19.8,12.4
57601,2025-07-28 01:00:00,1,28,7,2025,99.83,22.8,29.4,0.0,100,0.0,83.0,22.4,20.6,15.4
57602,2025-07-28 02:00:00,2,28,7,2025,99.8,22.6,29.2,0.0,100,0.0,84.0,22.8,19.4,15.7
57603,2025-07-28 03:00:00,3,28,7,2025,99.8,22.0,29.2,0.0,100,0.0,83.0,22.6,22.4,18.4
57604,2025-07-28 04:00:00,4,28,7,2025,99.82000000000001,19.4,29.1,0.0,100,0.0,83.0,22.0,22.8,17.7
57605,2025-07-28 05:00:00,5,28,7,2025,99.85,17.4,29.1,2.0,100,0.0,85.0,19.4,22.6,17.0
57606,2025-07-28 06:00:00,6,28,7,2025,99.92,16.9,29.1,67.0,100,0.0,85.0,17.4,22.0,20.4
57607,2025-07-28 07:00:00,7,28,7,2025,99.96000000000001,20.1,29.8,210.0,100,0.2,82.0,16.9,19.4,21.2
57608,2025-07-28 08:00:00,8,28,7,2025,99.99,21.8,30.0,359.0,100,0.1,80.0,20.1,17.4,23.6
57609,2025-07-28 09:00:00,9,28,7,2025,100.0,21.0,30.6,414.0,100,0.1,75.0,21.8,16.9,24.3
57610,2025-07-28 10:00:00,10,28,7,2025,99.95,20.4,31.2,563.0,100,0.1,73.0,21.0,20.1,23.2
57611,2025-07-28 11:00:00,11,28,7,2025,99.89,19.3,31.3,511.0,100,0.1,71.0,20.4,21.8,24.9
57612,2025-07-28 12:00:00,12,28,7,2025,99.8,17.8,31.2,597.0,99,0.4,70.0,19.3,21.0,21.9
57613,2025-07-28 13:00:00,13,28,7,2025,99.72,17.9,31.5,548.0,100,0.6,70.0,17.8,20.4,21.4
57614,2025-07-28 14:00:00,14,28,7,2025,99.67,15.7,31.3,573.0,100,0.0,71.0,17.9,19.3,21.7
57615,2025-07-28 15:00:00,15,28,7,2025,99.63,11.9,28.6,279.0,100,4.9,85.0,15.7,17.8,23.4
57616,2025-07-28 16:00:00,16,28,7,2025,99.62,2.9,28.6,162.0,100,0.1,85.0,11.9,17.9,22.2
57617,2025-07-28 17:00:00,17,28,7,2025,99.69,2.0,28.8,72.0,100,0.0,83.0,2.9,15.7,22.7
57618,2025-07-28 18:00:00,18,28,7,2025,99.86,5.1,28.8,9.0,100,0.5,87.0,2.0,11.9,16.2
57619,2025-07-28 19:00:00,19,28,7,2025,99.92999999999999,7.7,28.4,0.0,100,0.4,92.0,5.1,2.9,16.3
57620,2025-07-28 20:00:00,20,28,7,2025,99.97,8.7,28.2,0.0,100,1.4,93.0,7.7,2.0,19.9
57621,2025-07-28 21:00:00,21,28,7,2025,100.05,7.5,28.1,0.0,100,0.6,93.0,8.7,5.1,19.8
57622,2025-07-28 22:00:00,22,28,7,2025,100.02000000000001,6.3,28.1,0.0,100,0.5,94.0,7.5,7.7,20.6
57623,2025-07-28 23:00:00,23,28,7,2025,100.01,11.4,27.6,0.0,100,0.7,93.0,6.3,8.7,19.4
57624,2025-07-29 00:00:00,0,29,7,2025,99.97,7.9,27.1,0.0,100,5.3,95.0,11.4,7.5,22.4
57625,2025-07-29 01:00:00,1,29,7,2025,99.91,14.6,26.9,0.0,100,1.9,94.0,7.9,6.3,22.8
57626,2025-07-29 02:00:00,2,29,7,2025,99.87,14.1,26.6,0.0,100,5.7,94.0,14.6,11.4,22.6
57627,2025-07-29 03:00:00,3,29,7,2025,99.89,13.1,26.6,0.0,100,4.5,94.0,14.1,7.9,22.0
57628,2025-07-29 04:00:00,4,29,7,2025,99.86,15.4,27.0,0.0,100,4.0,92.0,13.1,14.6,19.4
57629,2025-07-29 05:00:00,5,29,7,2025,99.9,17.2,27.4,0.0,100,4.1,90.0,15.4,14.1,17.4
57630,2025-07-29 06:00:00,6,29,7,2025,99.94,12.2,27.3,10.0,100,2.2,95.0,17.2,13.1,16.9
57631,2025-07-29 07:00:00,7,29,7,2025,99.97,11.7,27.7,30.0,100,1.9,93.0,12.2,15.4,20.1
57632,2025-07-29 08:00:00,8,29,7,2025,99.97999999999999,14.5,28.0,71.0,100,2.3,92.0,11.7,17.2,21.8
57633,2025-07-29 09:00:00,9,29,7,2025,100.0,13.9,28.7,238.0,100,1.9,91.0,14.5,12.2,21.0
57634,2025-07-29 10:00:00,10,29,7,2025,100.0,13.4,28.7,248.0,100,1.3,90.0,13.9,11.7,20.4
57635,2025-07-29 11:00:00,11,29,7,2025,99.95,13.6,28.9,216.0,100,0.6,84.0,13.4,14.5,19.3
57636,2025-07-29 12:00:00,12,29,7,2025,99.9,14.4,29.2,198.0,100,0.2,81.0,13.6,13.9,17.8
57637,2025-07-29 13:00:00,13,29,7,2025,99.84,14.8,29.3,200.0,100,0.1,79.0,14.4,13.4,17.9
57638,2025-07-29 14:00:00,14,29,7,2025,99.78,13.5,29.1,228.0,100,0.5,80.0,14.8,13.6,15.7
57639,2025-07-29 15:00:00,15,29,7,2025,99.72999999999999,11.6,29.1,154.0,100,0.0,78.0,13.5,14.4,11.9
57640,2025-07-29 16:00:00,16,29,7,2025,99.67999999999999,14.2,28.6,86.0,100,0.1,82.0,11.6,14.8,2.9
57641,2025-07-29 17:00:00,17,29,7,2025,99.72999999999999,17.7,28.6,40.0,100,0.1,81.0,14.2,13.5,2.0
57642,2025-07-29 18:00:00,18,29,7,2025,99.83,19.2,29.1,21.0,100,0.0,77.0,17.7,11.6,5.1
57643,2025-07-29 19:00:00,19,29,7,2025,99.89,18.4,29.0,0.0,100,0.0,80.0,19.2,14.2,7.7
57644,2025-07-29 20:00:00,20,29,7,2025,99.97999999999999,18.7,28.7,0.0,100,0.0,82.0,18.4,17.7,8.7
57645,2025-07-29 21:00:00,21,29,7,2025,100.06,17.6,28.6,0.0,100,0.0,82.0,18.7,19.2,7.5
57646,2025-07-29 22:00:00,22,29,7,2025,100.06,18.5,28.8,0.0,83,0.0,80.0,17.6,18.4,6.3
57647,2025-07-29 23:00:00,23,29,7,2025,100.03,18.7,27.5,0.0,91,1.3,86.0,18.5,18.7,11.4
57648,2025-07-30 00:00:00,0,30,7,2025,100.02000000000001,9.6,26.8,0.0,100,10.5,93.0,18.7,17.6,7.9
57649,2025-07-30 01:00:00,1,30,7,2025,99.97999999999999,18.0,26.6,0.0,100,4.4,92.0,9.6,18.5,14.6
57650,2025-07-30 02:00:00,2,30,7,2025,99.92,14.2,26.8,0.0,100,2.0,92.0,18.0,18.7,14.1
57651,2025-07-30 03:00:00,3,30,7,2025,99.92999999999999,11.9,26.6,0.0,100,1.5,92.0,14.2,9.6,13.1
57652,2025-07-30 04:00:00,4,30,7,2025,99.91,9.2,26.4,0.0,100,1.9,94.0,11.9,18.0,15.4
57653,2025-07-30 05:00:00,5,30,7,2025,99.97,9.1,26.4,1.0,100,2.2,94.0,9.2,14.2,17.2
57654,2025-07-30 06:00:00,6,30,7,2025,99.99,11.1,26.9,55.0,100,1.5,93.0,9.1,11.9,12.2
57655,2025-07-30 07:00:00,7,30,7,2025,100.02000000000001,9.9,27.1,83.0,100,1.1,93.0,11.1,9.2,11.7
57656,2025-07-30 08:00:00,8,30,7,2025,100.06,8.9,27.4,194.0,100,1.4,90.0,9.9,9.1,14.5
57657,2025-07-30 09:00:00,9,30,7,2025,100.09,12.8,27.9,320.0,100,0.9,86.0,8.9,11.1,13.9
57658,2025-07-30 10:00:00,10,30,7,2025,100.08,13.9,27.6,290.0,100,2.1,89.0,12.8,9.9,13.4
57659,2025-07-30 11:00:00,11,30,7,2025,100.03999999999999,16.5,27.4,241.0,100,1.2,90.0,13.9,8.9,13.6
57660,2025-07-30 12:00:00,12,30,7,2025,99.94,21.8,28.2,383.0,100,0.9,85.0,16.5,12.8,14.4
57661,2025-07-30 13:00:00,13,30,7,2025,99.85,21.5,28.5,372.0,100,1.9,83.0,21.8,13.9,14.8
57662,2025-07-30 14:00:00,14,30,7,2025,99.78999999999999,22.2,28.3,177.0,100,0.6,85.0,21.5,16.5,13.5
57663,2025-07-30 15:00:00,15,30,7,2025,99.77000000000001,22.7,28.8,291.0,100,0.1,82.0,22.2,21.8,11.6
57664,2025-07-30 16:00:00,16,30,7,2025,99.76,24.6,29.0,272.0,82,0.1,80.0,22.7,21.5,14.2
57665,2025-07-30 17:00:00,17,30,7,2025,99.78,22.6,28.7,136.0,92,0.1,82.0,24.6,22.2,17.7
57666,2025-07-30 18:00:00,18,30,7,2025,99.96000000000001,19.6,27.9,14.0,99,0.2,87.0,22.6,22.7,19.2
57667,2025-07-30 19:00:00,19,30,7,2025,99.99,18.3,27.8,0.0,100,0.0,87.0,19.6,24.6,18.4
57668,2025-07-30 20:00:00,20,30,7,2025,100.07000000000001,17.4,28.3,0.0,100,0.0,85.0,18.3,22.6,18.7
57669,2025-07-30 21:00:00,21,30,7,2025,100.13,18.6,27.8,0.0,100,0.5,86.0,17.4,19.6,17.6
57670,2025-07-30 22:00:00,22,30,7,2025,100.16,17.7,27.3,0.0,94,2.7,89.0,18.6,18.3,18.5
57671,2025-07-30 23:00:00,23,30,7,2025,100.11,17.8,26.9,0.0,100,2.7,90.0,17.7,17.4,18.7
57672,2025-07-31 00:00:00,0,31,7,2025,100.03,19.7,27.4,0.0,100,0.5,89.0,17.8,18.6,9.6
57673,2025-07-31 01:00:00,1,31,7,2025,100.02000000000001,19.7,26.9,0.0,100,1.1,92.0,19.7,17.7,18.0
57674,2025-07-31 02:00:00,2,31,7,2025,100.0,15.3,26.9,0.0,100,3.7,93.0,19.7,17.8,14.2
57675,2025-07-31 03:00:00,3,31,7,2025,100.0,15.5,26.6,0.0,100,4.1,93.0,15.3,19.7,11.9
57676,2025-07-31 04:00:00,4,31,7,2025,99.97999999999999,14.7,26.9,0.0,100,1.0,92.0,15.5,19.7,9.2
57677,2025-07-31 05:00:00,5,31,7,2025,100.06,14.1,26.5,1.0,100,4.4,93.0,14.7,15.3,9.1
57678,2025-07-31 06:00:00,6,31,7,2025,100.07000000000001,16.0,26.4,28.0,100,1.2,95.0,14.1,15.5,11.1
57679,2025-07-31 07:00:00,7,31,7,2025,100.14,14.9,27.0,68.0,100,3.4,92.0,16.0,14.7,9.9
57680,2025-07-31 08:00:00,8,31,7,2025,100.12,17.3,27.7,101.0,100,1.0,91.0,14.9,14.1,8.9
57681,2025-07-31 09:00:00,9,31,7,2025,100.16,18.9,29.0,311.0,100,0.5,84.0,17.3,16.0,12.8
57682,2025-07-31 10:00:00,10,31,7,2025,100.14,20.9,29.0,309.0,100,0.7,84.0,18.9,14.9,13.9
57683,2025-07-31 11:00:00,11,31,7,2025,100.1,21.8,30.3,603.0,100,0.3,78.0,20.9,17.3,16.5
57684,2025-07-31 12:00:00,12,31,7,2025,100.01,21.1,30.7,706.0,100,0.2,77.0,21.8,18.9,21.8
57685,2025-07-31 13:00:00,13,31,7,2025,99.92,20.6,30.7,598.0,100,0.1,76.0,21.1,20.9,21.5
57686,2025-07-31 14:00:00,14,31,7,2025,99.86,18.9,30.7,478.0,98,0.1,74.0,20.6,21.8,22.2
57687,2025-07-31 15:00:00,15,31,7,2025,99.78,19.3,30.6,451.0,78,0.1,75.0,18.9,21.1,22.7
57688,2025-07-31 16:00:00,16,31,7,2025,99.81,19.9,30.1,298.0,68,0.4,78.0,19.3,20.6,24.6
57689,2025-07-31 17:00:00,17,31,7,2025,99.91,17.4,28.9,138.0,96,0.9,86.0,19.9,18.9,22.6
57690,2025-07-31 18:00:00,18,31,7,2025,100.03999999999999,13.7,28.6,26.0,93,0.0,85.0,17.4,19.3,19.6
57691,2025-07-31 19:00:00,19,31,7,2025,100.11,10.2,28.2,0.0,72,0.0,88.0,13.7,19.9,18.3
57692,2025-07-31 20:00:00,20,31,7,2025,100.15,11.0,28.4,0.0,95,0.0,88.0,10.2,17.4,17.4
57693,2025-07-31 21:00:00,21,31,7,2025,100.16,14.2,28.7,0.0,25,0.0,86.0,11.0,13.7,18.6
57694,2025-07-31 22:00:00,22,31,7,2025,100.17999999999999,12.7,28.7,0.0,74,0.0,87.0,14.2,10.2,17.7
57695,2025-07-31 23:00:00,23,31,7,2025,100.14,13.5,28.8,0.0,82,0.0,88.0,12.7,11.0,17.8
57696,2025-08-01 00:00:00,0,1,8,2025,100.08,16.9,28.5,0.0,99,0.0,85.0,13.5,14.2,19.7
57697,2025-08-01 01:00:00,1,1,8,2025,100.02000000000001,18.1,28.7,0.0,100,0.0,84.0,16.9,12.7,19.7
57698,2025-08-01 02:00:00,2,1,8,2025,100.02000000000001,18.2,29.0,0.0,100,0.0,83.0,18.1,13.5,15.3
57699,2025-08-01 03:00:00,3,1,8,2025,100.01,18.4,28.9,0.0,100,0.0,85.0,18.2,16.9,15.5
57700,2025-08-01 04:00:00,4,1,8,2025,100.02000000000001,17.4,28.8,0.0,98,0.0,87.0,18.4,18.1,14.7
57701,2025-08-01 05:00:00,5,1,8,2025,100.06,17.3,28.9,2.0,92,0.0,88.0,17.4,18.2,14.1
57702,2025-08-01 06:00:00,6,1,8,2025,100.16,14.1,28.5,29.0,100,0.8,89.0,17.3,18.4,16.0
57703,2025-08-01 07:00:00,7,1,8,2025,100.17999999999999,14.3,28.6,54.0,100,0.1,89.0,14.1,17.4,14.9
57704,2025-08-01 08:00:00,8,1,8,2025,100.17,15.1,29.1,200.0,100,2.7,88.0,14.3,17.3,17.3
57705,2025-08-01 09:00:00,9,1,8,2025,100.2,13.2,29.0,217.0,100,3.7,87.0,15.1,14.1,18.9
57706,2025-08-01 10:00:00,10,1,8,2025,100.16,13.1,29.8,284.0,100,0.3,83.0,13.2,14.3,20.9
57707,2025-08-01 11:00:00,11,1,8,2025,100.1,12.6,31.3,685.0,100,0.1,75.0,13.1,15.1,21.8
57708,2025-08-01 12:00:00,12,1,8,2025,99.99,12.0,31.8,836.0,73,0.1,74.0,12.6,13.2,21.1
57709,2025-08-01 13:00:00,13,1,8,2025,99.92999999999999,10.6,32.0,836.0,54,0.0,73.0,12.0,13.1,20.6
57710,2025-08-01 14:00:00,14,1,8,2025,99.88,10.3,32.1,735.0,41,0.0,72.0,10.6,12.6,18.9
57711,2025-08-01 15:00:00,15,1,8,2025,99.85,12.8,31.8,579.0,94,0.0,72.0,10.3,12.0,19.3
57712,2025-08-01 16:00:00,16,1,8,2025,99.86,13.5,31.2,389.0,100,0.0,74.0,12.8,10.6,19.9
57713,2025-08-01 17:00:00,17,1,8,2025,99.92,12.6,30.5,166.0,100,0.0,76.0,13.5,10.3,17.4
57714,2025-08-01 18:00:00,18,1,8,2025,100.02000000000001,12.1,30.0,25.0,98,0.0,84.0,12.6,12.8,13.7
57715,2025-08-01 19:00:00,19,1,8,2025,100.12,12.3,29.7,0.0,99,0.0,88.0,12.1,13.5,10.2
57716,2025-08-01 20:00:00,20,1,8,2025,100.17,13.3,29.7,0.0,98,0.0,87.0,12.3,12.6,11.0
57717,2025-08-01 21:00:00,21,1,8,2025,100.21000000000001,14.2,29.7,0.0,99,0.0,85.0,13.3,12.1,14.2
57718,2025-08-01 22:00:00,22,1,8,2025,100.22999999999999,16.8,29.5,0.0,99,0.0,88.0,14.2,12.3,12.7
57719,2025-08-01 23:00:00,23,1,8,2025,100.22,12.8,28.2,0.0,99,0.5,91.0,16.8,13.3,13.5
57720,2025-08-02 00:00:00,0,2,8,2025,100.14,14.7,28.3,0.0,91,0.3,90.0,12.8,14.2,16.9
57721,2025-08-02 01:00:00,1,2,8,2025,100.14,11.1,26.6,0.0,99,7.8,95.0,14.7,16.8,18.1
57722,2025-08-02 02:00:00,2,2,8,2025,100.16,16.1,26.4,0.0,100,1.8,94.0,11.1,12.8,18.2
57723,2025-08-02 03:00:00,3,2,8,2025,100.12,15.5,27.2,0.0,100,0.9,90.0,16.1,14.7,18.4
57724,2025-08-02 04:00:00,4,2,8,2025,100.09,16.4,27.3,0.0,100,0.1,91.0,15.5,11.1,17.4
57725,2025-08-02 05:00:00,5,2,8,2025,100.12,14.7,27.6,3.0,100,0.0,91.0,16.4,16.1,17.3
57726,2025-08-02 06:00:00,6,2,8,2025,100.2,15.5,29.2,77.0,100,0.0,87.0,14.7,15.5,14.1
57727,2025-08-02 07:00:00,7,2,8,2025,100.26,16.3,29.8,248.0,100,0.2,84.0,15.5,16.4,14.3
57728,2025-08-02 08:00:00,8,2,8,2025,100.3,16.1,30.4,370.0,98,0.3,81.0,16.3,14.7,15.1
57729,2025-08-02 09:00:00,9,2,8,2025,100.3,13.9,31.1,488.0,100,0.1,79.0,16.1,15.5,13.2
57730,2025-08-02 10:00:00,10,2,8,2025,100.26,16.8,31.6,685.0,100,0.0,76.0,13.9,16.3,13.1
57731,2025-08-02 11:00:00,11,2,8,2025,100.22,16.8,31.9,762.0,100,0.0,74.0,16.8,16.1,12.6
57732,2025-08-02 12:00:00,12,2,8,2025,100.13,19.2,32.3,849.0,100,0.1,70.0,16.8,13.9,12.0
57733,2025-08-02 13:00:00,13,2,8,2025,100.03,19.3,32.1,717.0,100,0.0,72.0,19.2,16.8,10.6
57734,2025-08-02 14:00:00,14,2,8,2025,99.96000000000001,17.8,31.6,510.0,100,0.0,75.0,19.3,16.8,10.3
57735,2025-08-02 15:00:00,15,2,8,2025,99.95,19.5,31.2,367.0,100,0.0,78.0,17.8,19.2,12.8
57736,2025-08-02 16:00:00,16,2,8,2025,99.96000000000001,20.4,31.0,317.0,100,0.0,81.0,19.5,19.3,13.5
